# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 8.0.0 Manufacturer: Xiaomi Model: MI 6
# 
# Raw,ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
# 
# Fix,Provider,Latitude,Longitude,Altitude,Speed,Accuracy,(UTC)TimeInMs
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Raw,25323670,25326235000000,,,-1200300193358999808,0.0,1.5007466316223145E7,-0.9765624737812494,295.2389111294658,248,6,0.0,15,402319514483078,4,43.5,360.12945556640625,0.03960000351071358,0,0.0,0.0,,,,,0,,1,,
Raw,25323671,25326235000000,,,-1200300193358999808,0.0,1.5007466316223145E7,-0.9765624737812494,295.2389111294658,248,10,0.0,15,402319518943108,4,42.8,-154.66969299316406,0.04580000042915344,0,0.0,0.0,,,,,0,,1,,
Raw,25323672,25326235000000,,,-1200300193358999808,0.0,1.5007466316223145E7,-0.9765624737812494,295.2389111294658,248,13,0.0,15,402319525694767,7,37.7,616.84423828125,0.02810000069439411,0,0.0,0.0,,,,,0,,1,,
Raw,25323672,25326235000000,,,-1200300193358999808,0.0,1.5007466316223145E7,-0.9765624737812494,295.2389111294658,248,19,0.0,15,402319515316156,70,17.2,-97.58258819580078,1.1890000104904175,0,0.0,0.0,,,,,0,,1,,
Raw,25323673,25326235000000,,,-1200300193358999808,0.0,1.5007466316223145E7,-0.9765624737812494,295.2389111294658,248,2,0.0,1,148012,716,33.4,-208.4876708984375,17.935001373291016,0,0.0,0.0,,,,,0,,5,,
Raw,25323673,25326235000000,,,-1200300193358999808,0.0,1.5007466316223145E7,-0.9765624737812494,295.2389111294658,248,3,0.0,1,592118,461,30.6,-243.87095642089844,14.343501091003418,0,0.0,0.0,,,,,0,,5,,
Raw,25323674,25326235000000,,,-1200300193358999808,0.0,1.5007466316223145E7,-0.9765624737812494,295.2389111294658,248,5,0.0,1,725600,21,32.6,2.736562728881836,2.1435000896453857,0,0.0,0.0,,,,,0,,5,,
Raw,25324683,25327235000000,,,-1200300193358999808,0.0,1.5007756233215332E7,-3.9062498951249975,293.5057123758441,248,6,0.0,15,402320514481861,5,40.7,359.73468017578125,0.040400002151727676,0,0.0,0.0,,,,,0,,1,,
Raw,25324684,25327235000000,,,-1200300193358999808,0.0,1.5007756233215332E7,-3.9062498951249975,293.5057123758441,248,10,0.0,15,402320518943637,5,40.1,-155.09103393554688,0.046400003135204315,0,0.0,0.0,,,,,0,,1,,
Raw,25324685,25327235000000,,,-1200300193358999808,0.0,1.5007756233215332E7,-3.9062498951249975,293.5057123758441,248,13,0.0,15,402320525692742,5,40.7,616.4365234375,0.026900000870227814,0,0.0,0.0,,,,,0,,1,,
Raw,25324686,25327235000000,,,-1200300193358999808,0.0,1.5007756233215332E7,-3.9062498951249975,293.5057123758441,248,19,0.0,15,402320515316467,40,21.5,-97.8204574584961,0.8089999556541443,0,0.0,0.0,,,,,0,,1,,
Raw,25324686,25327235000000,,,-1200300193358999808,0.0,1.5007756233215332E7,-3.9062498951249975,293.5057123758441,248,2,0.0,1,148707,840,33.4,-208.4876708984375,19.435001373291016,0,0.0,0.0,,,,,0,,5,,
Raw,25324687,25327235000000,,,-1200300193358999808,0.0,1.5007756233215332E7,-3.9062498951249975,293.5057123758441,248,3,0.0,1,592931,561,30.6,-243.87095642089844,15.843501091003418,0,0.0,0.0,,,,,0,,5,,
Raw,25324688,25327235000000,,,-1200300193358999808,0.0,1.5007756233215332E7,-3.9062498951249975,293.5057123758441,248,5,0.0,1,725591,39,32.6,2.736562728881836,3.6435000896453857,0,0.0,0.0,,,,,0,,5,,
Raw,25325663,25328235000000,,,-1200300193358999808,0.0,1.5008052825927734E7,-3.9062498951249975,299.76276219533906,248,6,0.0,15,402321514480561,9,35.6,360.36114501953125,0.057600002735853195,0,0.0,0.0,,,,,0,,1,,
Raw,25325664,25328235000000,,,-1200300193358999808,0.0,1.5008052825927734E7,-3.9062498951249975,299.76276219533906,248,10,0.0,15,402321518944141,8,36.4,-154.4820556640625,0.06320000439882278,0,0.0,0.0,,,,,0,,1,,
